Year,Country,Sport,GoldCount,SilverCount,BronzeCount
1960,USA,Wrestling,3,0,0
1960,VEN,Shooting,0,0,1
1960,YUG,Football,1,0,0
1960,YUG,Wrestling,0,1,0
1964,ARG,Equestrian,0,1,0
1964,AUS,Aquatics,4,1,4
1964,AUS,Athletics,1,1,4
1964,AUS,Hockey,0,0,1
1964,AUS,Judo,0,0,1
1964,AUS,Sailing,1,0,0
1964,BAH,Sailing,1,0,0
1964,BEL,Athletics,1,0,0
1964,BEL,Cycling,1,0,1
1964,BRA,Basketball,0,0,1
1964,BUL,Boxing,0,0,1
1964,BUL,Shooting,0,1,0
1964,BUL,Wrestling,3,4,1
1964,CAN,Athletics,0,1,1
1964,CAN,Judo,0,1,0
1964,CAN,Rowing,1,0,0
1964,CUB,Athletics,0,1,0
1964,DEN,Canoe / Kayak,0,0,1
1964,DEN,Cycling,0,1,1
1964,DEN,Rowing,1,0,0
1964,DEN,Sailing,1,0,1
1964,ETH,Athletics,1,0,0
1964,EUA,Aquatics,1,5,2
1964,EUA,Athletics,2,5,3
1964,EUA,Boxing,0,2,1
1964,EUA,Canoe / Kayak,2,1,1
1964,EUA,Cycling,1,0,1
1964,EUA,Equestrian,2,2,2
1964,EUA,Fencing,0,1,1
1964,EUA,Football,0,0,1
1964,EUA,Gymnastics,0,1,1
1964,EUA,Judo,0,1,1
1964,EUA,Rowing,1,2,1
1964,EUA,Sailing,1,1,0
1964,EUA,Wrestling,0,1,3
1964,FIN,Athletics,1,0,0
1964,FIN,Boxing,0,0,1
1964,FIN,Gymnastics,0,0,1
1964,FIN,Shooting,2,0,0
1964,FRA,Aquatics,0,1,0
1964,FRA,Athletics,0,1,1
1964,FRA,Boxing,0,1,0
1964,FRA,Canoe / Kayak,0,1,0
1964,FRA,Cycling,0,0,2
1964,FRA,Equestrian,1,2,0
1964,FRA,Fencing,0,2,3
1964,FRA,Rowing,0,1,0
1964,GBR,Aquatics,0,1,0
1964,GBR,Athletics,4,7,1
1964,GBR,Equestrian,0,0,1
1964,GBR,Fencing,0,1,0
1964,GBR,Rowing,0,1,0
1964,GBR,Sailing,0,1,0
1964,GBR,Weightlifting,0,1,0
1964,GHA,Boxing,0,0,1
1964,HUN,Aquatics,1,0,0
1964,HUN,Athletics,0,3,1
1964,HUN,Canoe / Kayak,0,1,0
1964,HUN,Fencing,4,0,0
1964,HUN,Football,1,0,0
1964,HUN,Gymnastics,0,1,1
1964,HUN,Modern Pentathlon,1,0,1
1964,HUN,Shooting,1,0,1
1964,HUN,Weightlifting,0,2,1
1964,HUN,Wrestling,2,0,0
1964,IND,Hockey,1,0,0
1964,IRI,Wrestling,0,0,2
1964,IRL,Boxing,0,0,1
1964,ITA,Aquatics,0,1,0
1964,ITA,Athletics,1,0,1
1964,ITA,Boxing,2,0,3
1964,ITA,Cycling,3,5,0
1964,ITA,Equestrian,2,0,1
1964,ITA,Fencing,0,2,1
1964,ITA,Gymnastics,1,1,1
1964,ITA,Rowing,0,1,0
1964,ITA,Shooting,1,0,0
1964,JPN,Aquatics,0,0,1
1964,JPN,Athletics,0,0,1
1964,JPN,Boxing,1,0,0
1964,JPN,Gymnastics,5,4,1
1964,JPN,Judo,3,1,0
1964,JPN,Shooting,0,0,1
1964,JPN,Volleyball,1,0,1
1964,JPN,Weightlifting,1,0,2
1964,JPN,Wrestling,5,0,1
1964,KEN,Athletics,0,0,1
1964,KOR,Boxing,0,1,0
1964,KOR,Judo,0,0,1
1964,KOR,Wrestling,0,1,0
1964,MEX,Boxing,0,0,1
1964,NED,Aquatics,0,2,1
1964,NED,Canoe / Kayak,0,1,0
1964,NED,Cycling,1,0,1
1964,NED,Judo,1,0,0
1964,NED,Rowing,0,1,2
1964,NGR,Boxing,0,0,1
1964,NZL,Athletics,2,0,2
1964,NZL,Sailing,1,0,0
1964,PAK,Hockey,0,1,0
1964,PHI,Boxing,0,1,0
1964,POL,Athletics,2,4,2
1964,POL,Boxing,3,1,3
1964,POL,Fencing,1,1,1
1964,POL,Volleyball,0,0,1
1964,POL,Weightlifting,1,0,3
1964,ROU,Athletics,2,0,1
1964,ROU,Canoe / Kayak,0,2,3
1964,ROU,Shooting,0,1,0
1964,ROU,Wrestling,0,1,2
1964,SUI,Equestrian,1,2,0
1964,SUI,Judo,0,1,0
1964,SUI,Rowing,0,0,1
1964,SWE,Athletics,0,0,1
1964,SWE,Canoe / Kayak,2,0,0
1964,SWE,Cycling,0,0,1
1964,SWE,Sailing,0,1,1
1964,SWE,Wrestling,0,1,1
1964,TCH,Athletics,0,2,0
1964,TCH,Cycling,1,0,0
1964,TCH,Football,0,1,0
1964,TCH,Gymnastics,3,1,0
1964,TCH,Rowing,0,0,2
1964,TCH,Shooting,0,0,1
1964,TCH,Volleyball,0,1,0
1964,TCH,Weightlifting,1,0,0
1964,TCH,Wrestling,0,1,0
1964,TRI,Athletics,0,1,2
1964,TUN,Athletics,0,1,0
1964,TUN,Boxing,0,0,1
1964,TUR,Wrestling,2,3,1
1964,URS,Aquatics,1,1,4
1964,URS,Athletics,5,2,11
1964,URS,Basketball,0,1,0
1964,URS,Boxing,3,4,2
1964,URS,Canoe / Kayak,3,0,1
1964,URS,Cycling,0,1,0
1964,URS,Equestrian,0,0,2
1964,URS,Fencing,3,1,2
1964,URS,Gymnastics,4,9,5
1964,URS,Judo,0,0,2
1964,URS,Modern Pentathlon,1,1,1
1964,URS,Rowing,2,0,0
1964,URS,Shooting,0,2,0
1964,URS,Volleyball,1,1,0
1964,URS,Weightlifting,4,3,0
1964,URS,Wrestling,3,4,3
1964,URU,Boxing,0,0,1
1964,USA,Aquatics,16,10,11
1964,USA,Athletics,14,7,3
1964,USA,Basketball,1,0,0
1964,USA,Boxing,1,0,3
1964,USA,Canoe / Kayak,0,1,1
1964,USA,Equestrian,0,1,0
1964,USA,Judo,0,0,1
1964,USA,Modern Pentathlon,0,1,0
1964,USA,Rowing,2,1,1
1964,USA,Sailing,0,2,3
1964,USA,Shooting,2,2,3
1964,USA,Weightlifting,0,1,1
1964,USA,Wrestling,0,0,1
1964,YUG,Aquatics,0,1,0
1964,YUG,Gymnastics,1,0,1
1964,YUG,Wrestling,1,0,1
1968,ARG,Boxing,0,0,1
1968,ARG,Rowing,0,0,1
1968,AUS,Aquatics,3,2,3
1968,AUS,Athletics,2,3,1
1968,AUS,Equestrian,0,0,1
1968,AUS,Hockey,0,1,0
1968,AUS,Rowing,0,1,0
1968,AUT,Athletics,0,1,1
1968,AUT,Canoe / Kayak,0,0,1
1968,AUT,Sailing,0,1,0
1968,BEL,Cycling,0,0,1
1968,BEL,Weightlifting,0,1,0
1968,BRA,Athletics,0,1,0
1968,BRA,Boxing,0,0,1
1968,BRA,Sailing,0,0,1
1968,BUL,Boxing,0,0,2
1968,BUL,Football,0,1,0
1968,BUL,Wrestling,2,3,1
1968,CAN,Aquatics,0,3,1
1968,CAN,Equestrian,1,0,0
1968,CMR,Boxing,0,1,0
1968,CUB,Athletics,0,2,0
1968,CUB,Boxing,0,2,0
1968,DEN,Canoe / Kayak,0,0,1
1968,DEN,Cycling,1,3,0
1968,DEN,Rowing,0,0,2
1968,DEN,Sailing,0,1,0
1968,ETH,Athletics,1,1,0
1968,FIN,Athletics,0,1,0
1968,FIN,Boxing,0,0,1
1968,FIN,Gymnastics,0,1,0
1968,FIN,Weightlifting,1,0,0
1968,FRA,Aquatics,0,0,1
1968,FRA,Athletics,1,0,1
1968,FRA,Cycling,4,0,1
1968,FRA,Equestrian,1,2,0
1968,FRA,Fencing,1,0,1
1968,FRA,Modern Pentathlon,0,0,1
1968,FRA,Wrestling,0,2,0
1968,FRG,Aquatics,0,0,2
1968,FRG,Athletics,1,4,3
1968,FRG,Boxing,0,0,1
1968,FRG,Canoe / Kayak,1,2,0
1968,FRG,Cycling,0,1,0
1968,FRG,Equestrian,2,1,2
1968,FRG,Rowing,1,1,0
1968,FRG,Sailing,0,1,0
1968,FRG,Shooting,1,1,1
1968,FRG,Wrestling,0,0,1
1968,GBR,Aquatics,0,1,0
1968,GBR,Athletics,1,2,1
1968,GBR,Boxing,1,0,0
1968,GBR,Equestrian,1,2,1
1968,GBR,Sailing,1,0,1
1968,GBR,Shooting,1,0,0
1968,GDR,Aquatics,2,3,1
1968,GDR,Athletics,2,3,1
1968,GDR,Boxing,1,0,0
1968,GDR,Gymnastics,0,2,2
1968,GDR,Rowing,2,1,0
1968,GDR,Sailing,0,0,1
1968,GDR,Shooting,0,0,2
1968,GDR,Wrestling,2,0,0
1968,GRE,Wrestling,0,0,1
1968,HUN,Aquatics,0,0,1
1968,HUN,Athletics,2,1,4
1968,HUN,Canoe / Kayak,2,3,1
1968,HUN,Fencing,2,2,3
1968,HUN,Football,1,0,0
1968,HUN,Modern Pentathlon,1,1,0
1968,HUN,Rowing,0,1,0
1968,HUN,Shooting,0,1,0
1968,HUN,Weightlifting,0,1,1
1968,HUN,Wrestling,2,0,2
1968,IND,Hockey,0,0,1
1968,IRI,Weightlifting,1,1,0
1968,IRI,Wrestling,1,0,2
1968,ITA,Aquatics,1,1,0
1968,ITA,Athletics,0,0,2
1968,ITA,Boxing,0,0,1
1968,ITA,Cycling,1,1,2
1968,ITA,Fencing,0,1,1
1968,ITA,Rowing,1,0,1
1968,ITA,Sailing,0,0,2
1968,ITA,Shooting,0,1,0
1968,JAM,Athletics,0,1,0
1968,JPN,Athletics,0,1,0
1968,JPN,Boxing,0,0,1
1968,JPN,Football,0,0,1
1968,JPN,Gymnastics,6,2,4
1968,JPN,Volleyball,0,2,0
1968,JPN,Weightlifting,1,1,1
1968,JPN,Wrestling,4,1,0
1968,KEN,Athletics,3,4,1
1968,KEN,Boxing,0,0,1
1968,KOR,Boxing,0,1,1
1968,MEX,Aquatics,1,1,1
1968,MEX,Athletics,0,1,0
1968,MEX,Boxing,2,0,2
1968,MEX,Fencing,0,1,0
1968,MGL,Wrestling,0,1,3
1968,NED,Aquatics,1,0,0
1968,NED,Athletics,0,0,1
1968,NED,Cycling,1,1,0
1968,NED,Rowing,1,2,0
1968,NOR,Canoe / Kayak,1,0,0
1968,NOR,Sailing,0,1,0
1968,NZL,Athletics,0,0,1
1968,NZL,Rowing,1,0,0
1968,NZL,Shooting,0,0,1
1968,PAK,Hockey,1,0,0
1968,POL,Athletics,1,0,1
1968,POL,Boxing,1,2,2
1968,POL,Cycling,0,0,1
1968,POL,Fencing,1,0,2
1968,POL,Shooting,1,0,0
1968,POL,Volleyball,0,0,1
1968,POL,Weightlifting,1,0,4
1968,ROU,Athletics,2,2,0
1968,ROU,Boxing,0,1,1
1968,ROU,Canoe / Kayak,1,1,1
1968,ROU,Fencing,1,0,1
1968,ROU,Shooting,0,1,0
1968,ROU,Wrestling,0,1,2
1968,SUI,Cycling,0,0,1
1968,SUI,Equestrian,0,0,2
1968,SUI,Rowing,0,0,1
1968,SUI,Sailing,0,1,0
1968,SUI,Shooting,0,0,1
1968,SWE,Cycling,0,1,1
1968,SWE,Modern Pentathlon,1,0,0
1968,SWE,Sailing,1,0,0
1968,TCH,Aquatics,1,0,0
1968,TCH,Athletics,1,0,1
1968,TCH,Gymnastics,4,2,0
1968,TCH,Shooting,1,0,0
1968,TCH,Volleyball,0,0,1
1968,TCH,Wrestling,0,0,2
1968,TPE,Athletics,0,0,1
1968,TUN,Athletics,1,0,1
1968,TUR,Wrestling,2,0,0
1968,UGA,Boxing,0,1,1
1968,URS,Aquatics,0,7,4
1968,URS,Athletics,3,2,8
1968,URS,Basketball,0,0,1
1968,URS,Boxing,3,2,1
1968,URS,Canoe / Kayak,2,1,3
1968,URS,Equestrian,1,2,0
1968,URS,Fencing,3,4,0
1968,URS,Gymnastics,5,5,8
1968,URS,Modern Pentathlon,0,1,1
1968,URS,Rowing,1,0,1
1968,URS,Sailing,1,0,0
1968,URS,Shooting,2,1,2
1968,URS,Volleyball,2,0,0
1968,URS,Weightlifting,3,3,0
1968,URS,Wrestling,3,5,1
1968,USA,Aquatics,23,15,20
1968,USA,Athletics,15,6,7
1968,USA,Basketball,1,0,0
1968,USA,Boxing,2,1,4
1968,USA,Equestrian,1,1,1
1968,USA,Rowing,0,1,1
1968,USA,Sailing,2,0,0
1968,USA,Shooting,1,2,0
1968,USA,Weightlifting,0,0,1
1968,USA,Wrestling,0,2,0
1968,VEN,Boxing,1,0,0
1968,YUG,Aquatics,2,1,0
1968,YUG,Basketball,0,1,0
1968,YUG,Boxing,0,0,1
1968,YUG,Gymnastics,1,0,0
1968,YUG,Wrestling,0,1,1
1972,ARG,Rowing,0,1,0
1972,AUS,Aquatics,6,2,2
1972,AUS,Athletics,0,2,0
1972,AUS,Cycling,0,3,0
1972,AUS,Sailing,2,0,0
1972,AUT,Athletics,0,0,1
1972,AUT,Canoe / Kayak,0,1,0
1972,AUT,Shooting,0,0,1
1972,BEL,Athletics,0,2,0
1972,BRA,Athletics,0,0,1
1972,BRA,Judo,0,0,1
1972,BUL,Athletics,0,2,2
1972,BUL,Boxing,1,1,0
1972,BUL,Canoe / Kayak,0,0,1
1972,BUL,Weightlifting,3,3,0
1972,BUL,Wrestling,2,4,2
1972,CAN,Aquatics,0,2,2
1972,CAN,Sailing,0,0,1
1972,COL,Boxing,0,0,2
1972,COL,Shooting,0,1,0
1972,CUB,Athletics,0,0,2
1972,CUB,Basketball,0,0,1
1972,CUB,Boxing,3,1,1
1972,DEN,Cycling,1,0,0
1972,ESP,Boxing,0,0,1
1972,ETH,Athletics,0,0,2
1972,FIN,Archery,0,0,1
1972,FIN,Athletics,3,0,1
1972,FIN,Boxing,0,1,0
1972,FIN,Modern Pentathlon,0,0,1
1972,FIN,Wrestling,0,0,1
1972,FRA,Athletics,0,1,1
1972,FRA,Canoe / Kayak,0,0,1
1972,FRA,Cycling,1,0,0
1972,FRA,Fencing,0,1,2
1972,FRA,Judo,0,0,3
1972,FRA,Sailing,1,1,0
1972,FRA,Shooting,0,1,0
1972,FRG,Aquatics,0,1,3
1972,FRG,Athletics,6,3,2
1972,FRG,Boxing,1,0,1
1972,FRG,Canoe / Kayak,0,3,2
1972,FRG,Cycling,1,0,1
1972,FRG,Equestrian,2,2,2
1972,FRG,Hockey,1,0,0
1972,FRG,Judo,0,1,1
1972,FRG,Rowing,1,0,1
1972,FRG,Sailing,0,0,2
1972,FRG,Shooting,1,0,0
1972,FRG,Weightlifting,0,1,0
1972,FRG,Wrestling,0,1,1
1972,GBR,Aquatics,0,1,0
1972,GBR,Athletics,1,1,2
1972,GBR,Boxing,0,0,3
1972,GBR,Cycling,0,0,1
1972,GBR,Equestrian,3,1,0
1972,GBR,Judo,0,1,2
1972,GBR,Sailing,1,1,0
1972,GBR,Shooting,0,0,1
1972,GDR,Aquatics,2,5,4
1972,GDR,Athletics,8,7,5
1972,GDR,Boxing,0,0,1
1972,GDR,Canoe / Kayak,4,1,1
1972,GDR,Cycling,0,2,1
1972,GDR,Football,0,0,1
1972,GDR,Gymnastics,3,4,2
1972,GDR,Judo,0,0,1
1972,GDR,Rowing,3,1,3
1972,GDR,Sailing,0,1,0
1972,GDR,Shooting,0,0,2
1972,GDR,Volleyball,0,1,0
1972,GDR,Weightlifting,0,0,2
1972,GDR,Wrestling,0,1,0
1972,GHA,Boxing,0,0,1
1972,GRE,Sailing,0,1,0
1972,GRE,Wrestling,0,1,0
1972,HUN,Aquatics,0,2,2
1972,HUN,Boxing,1,2,1
1972,HUN,Canoe / Kayak,0,2,2
1972,HUN,Fencing,2,4,2
1972,HUN,Football,0,1,0
1972,HUN,Gymnastics,0,0,1
1972,HUN,Modern Pentathlon,1,1,0
1972,HUN,Shooting,0,0,1
1972,HUN,Weightlifting,1,1,3
1972,HUN,Wrestling,1,0,4
1972,IND,Hockey,0,0,1
1972,IRI,Weightlifting,0,1,0
1972,IRI,Wrestling,0,1,1
1972,ITA,Aquatics,1,2,3
1972,ITA,Athletics,0,0,2
1972,ITA,Equestrian,1,1,1
1972,ITA,Fencing,2,0,0
1972,ITA,Shooting,1,0,1
1972,ITA,Weightlifting,0,0,1
1972,ITA,Wrestling,0,0,2
1972,JAM,Athletics,0,0,1
1972,JPN,Aquatics,2,0,1
1972,JPN,Gymnastics,5,5,6
1972,JPN,Judo,3,0,1
1972,JPN,Volleyball,1,1,0
1972,JPN,Wrestling,2,2,0
1972,KEN,Athletics,2,2,2
1972,KEN,Boxing,0,1,2
1972,KOR,Judo,0,1,0
1972,LIB,Weightlifting,0,1,0
1972,MEX,Boxing,0,1,0
1972,MGL,Wrestling,0,1,0
1972,NED,Canoe / Kayak,0,1,0
1972,NED,Cycling,1,0,0
1972,NED,Judo,2,0,0
1972,NED,Rowing,0,0,1
1972,NGR,Boxing,0,0,1
1972,NIG,Boxing,0,0,1
1972,NOR,Canoe / Kayak,0,0,1
1972,NOR,Cycling,1,0,0
1972,NOR,Rowing,0,1,0
1972,NOR,Weightlifting,1,0,0
1972,NZL,Athletics,0,0,1
1972,NZL,Rowing,1,1,0
1972,PAK,Hockey,0,1,0
1972,POL,Archery,0,1,0
1972,POL,Athletics,1,0,2
1972,POL,Boxing,1,1,2
1972,POL,Canoe / Kayak,0,0,1
1972,POL,Cycling,0,1,1
1972,POL,Fencing,2,0,0
1972,POL,Football,1,0,0
1972,POL,Judo,0,1,0
1972,POL,Shooting,1,0,0
1972,POL,Weightlifting,1,1,1
1972,POL,Wrestling,0,0,2
1972,PRK,Boxing,0,1,0
1972,PRK,Judo,0,0,1
1972,PRK,Shooting,1,0,0
1972,PRK,Volleyball,0,0,1
1972,PRK,Wrestling,0,0,1
1972,ROU,Athletics,0,2,0
1972,ROU,Boxing,0,1,0
1972,ROU,Canoe / Kayak,1,2,1
1972,ROU,Fencing,0,0,1
1972,ROU,Handball,0,0,1
1972,ROU,Rowing,0,0,1
1972,ROU,Shooting,0,1,1
1972,ROU,Wrestling,2,0,2
1972,SUI,Cycling,0,1,0
1972,SUI,Fencing,0,1,0
1972,SUI,Rowing,0,1,0
1972,SWE,Aquatics,3,1,0
1972,SWE,Archery,0,1,0
1972,SWE,Athletics,0,0,1
1972,SWE,Boxing,0,0,1
1972,SWE,Canoe / Kayak,0,1,0
1972,SWE,Equestrian,0,0,2
1972,SWE,Sailing,0,2,0
1972,SWE,Shooting,1,0,0
1972,SWE,Weightlifting,0,0,1
1972,SWE,Wrestling,0,1,1
1972,TCH,Aquatics,0,1,0
1972,TCH,Athletics,1,0,1
1972,TCH,Handball,0,1,0
1972,TCH,Rowing,0,1,1
1972,TCH,Shooting,0,1,0
1972,TCH,Wrestling,1,0,0
1972,TUN,Athletics,0,1,0
1972,TUR,Wrestling,0,1,0
1972,UGA,Athletics,1,0,0
1972,UGA,Boxing,0,1,0
1972,URS,Aquatics,2,2,3
1972,URS,Archery,0,0,1
1972,URS,Athletics,9,7,1
1972,URS,Basketball,1,0,0
1972,URS,Boxing,2,0,0
1972,URS,Canoe / Kayak,6,0,0
1972,URS,Cycling,2,0,1
1972,URS,Equestrian,2,1,0
1972,URS,Fencing,2,2,3
1972,URS,Football,0,0,1
1972,URS,Gymnastics,6,6,4
1972,URS,Judo,1,1,2
1972,URS,Modern Pentathlon,1,1,1
1972,URS,Rowing,2,0,0
1972,URS,Sailing,1,0,1
1972,URS,Shooting,1,2,1
1972,URS,Volleyball,1,0,1
1972,URS,Weightlifting,3,1,1
1972,URS,Wrestling,9,4,1
1972,USA,Aquatics,18,15,14
1972,USA,Archery,2,0,0
1972,USA,Athletics,6,8,8
1972,USA,Basketball,0,1,0
1972,USA,Boxing,1,0,3
1972,USA,Canoe / Kayak,0,0,1
1972,USA,Equestrian,0,3,1
1972,USA,Rowing,0,1,0
1972,USA,Sailing,1,0,2
1972,USA,Shooting,2,2,0
1972,USA,Wrestling,3,2,1
1972,YUG,Boxing,1,0,1
1972,YUG,Handball,1,0,0
1972,YUG,Wrestling,0,1,1
1976,AUS,Aquatics,0,0,1
1976,AUS,Equestrian,0,0,1
1976,AUS,Hockey,0,1,0
1976,AUS,Sailing,0,0,2
1976,AUT,Shooting,0,0,1
1976,BEL,Athletics,0,2,1
1976,BEL,Cycling,0,1,0
1976,BEL,Equestrian,0,0,2
1976,BER,Boxing,0,0,1
1976,BRA,Athletics,0,0,1
1976,BRA,Sailing,0,0,1
1976,BUL,Athletics,1,2,1
1976,BUL,Basketball,0,0,1
1976,BUL,Boxing,0,0,1
1976,BUL,Rowing,2,1,0
1976,BUL,Weightlifting,2,3,1
1976,BUL,Wrestling,1,3,3
1976,CAN,Aquatics,0,2,6
1976,CAN,Athletics,0,1,0
1976,CAN,Canoe / Kayak,0,1,0
1976,CAN,Equestrian,0,1,0
1976,CUB,Athletics,2,1,0
1976,CUB,Boxing,3,3,2
1976,CUB,Judo,1,0,0
1976,CUB,Volleyball,0,0,1
1976,DEN,Cycling,0,0,2
1976,DEN,Sailing,1,0,0
1976,ESP,Canoe / Kayak,0,1,0
1976,ESP,Sailing,0,1,0
1976,FIN,Athletics,2,2,0
1976,FIN,Rowing,1,0,0
1976,FIN,Wrestling,1,0,0
1976,FRA,Athletics,1,0,0
1976,FRA,Cycling,0,1,0
1976,FRA,Equestrian,1,0,0
1976,FRA,Fencing,0,1,2
1976,FRA,Gymnastics,0,0,1
1976,FRA,Judo,0,0,1
1976,FRA,Weightlifting,0,1,0
1976,FRG,Aquatics,0,0,2
1976,FRG,Athletics,1,4,4
1976,FRG,Boxing,0,0,1
1976,FRG,Cycling,2,0,0
1976,FRG,Equestrian,3,3,2
1976,FRG,Fencing,2,2,0
1976,FRG,Gymnastics,0,0,1
1976,FRG,Judo,0,1,0
1976,FRG,Rowing,0,1,3
1976,FRG,Sailing,2,0,1
1976,FRG,Shooting,1,1,1
1976,FRG,Wrestling,0,0,2
1976,GBR,Aquatics,1,1,1
1976,GBR,Athletics,0,0,1
1976,GBR,Boxing,0,0,1
1976,GBR,Cycling,0,0,1
1976,GBR,Judo,0,1,1
1976,GBR,Modern Pentathlon,1,0,0
1976,GBR,Rowing,0,2,0
1976,GBR,Sailing,1,1,0
1976,GDR,Aquatics,11,7,2
1976,GDR,Athletics,11,7,9
1976,GDR,Boxing,1,1,0
1976,GDR,Canoe / Kayak,3,1,3
1976,GDR,Cycling,1,0,2
1976,GDR,Football,1,0,0
1976,GDR,Gymnastics,0,1,3
1976,GDR,Handball,0,1,0
1976,GDR,Rowing,9,3,2
1976,GDR,Sailing,1,0,1
1976,GDR,Shooting,2,2,0
1976,GDR,Weightlifting,0,1,2
1976,GDR,Wrestling,0,1,1
1976,HUN,Aquatics,1,0,0
1976,HUN,Athletics,1,0,0
1976,HUN,Canoe / Kayak,0,3,5
1976,HUN,Fencing,1,0,2
1976,HUN,Gymnastics,1,0,1
1976,HUN,Handball,0,0,1
1976,HUN,Judo,0,0,1
1976,HUN,Modern Pentathlon,0,0,1
1976,HUN,Weightlifting,0,1,1
1976,HUN,Wrestling,0,1,1
1976,IRI,Weightlifting,0,0,1
1976,IRI,Wrestling,0,1,0
1976,ITA,Aquatics,1,2,0
1976,ITA,Archery,0,0,1
1976,ITA,Athletics,0,1,0
1976,ITA,Cycling,0,1,0
1976,ITA,Fencing,1,3,0
1976,ITA,Judo,0,0,1
1976,ITA,Shooting,0,0,2
1976,JAM,Athletics,1,1,0
1976,JPN,Archery,0,1,0
1976,JPN,Gymnastics,3,4,3
1976,JPN,Judo,3,1,1
1976,JPN,Volleyball,1,0,0
1976,JPN,Weightlifting,0,0,2
1976,JPN,Wrestling,2,0,4
1976,KOR,Judo,0,1,2
1976,KOR,Volleyball,0,0,1
1976,KOR,Wrestling,1,0,1
1976,MEX,Athletics,1,0,0
1976,MEX,Boxing,0,0,1
1976,MGL,Wrestling,0,1,0
1976,NED,Aquatics,0,0,3
1976,NED,Cycling,0,1,0
1976,NED,Shooting,0,1,0
1976,NOR,Rowing,1,1,0
1976,NZL,Athletics,1,1,0
1976,NZL,Hockey,1,0,0
1976,NZL,Rowing,0,0,1
1976,PAK,Hockey,0,0,1
1976,POL,Athletics,3,2,0
1976,POL,Boxing,1,0,4
1976,POL,Canoe / Kayak,0,1,0
1976,POL,Cycling,0,1,1
1976,POL,Football,0,1,0
1976,POL,Handball,0,0,1
1976,POL,Judo,0,0,1
1976,POL,Modern Pentathlon,1,0,0
1976,POL,Shooting,0,0,2
1976,POL,Volleyball,1,0,0
1976,POL,Weightlifting,0,1,2
1976,POL,Wrestling,1,0,2
1976,POR,Athletics,0,1,0
1976,POR,Shooting,0,1,0
1976,PRK,Boxing,1,1,0
1976,PUR,Boxing,0,0,1
1976,ROU,Athletics,0,0,1
1976,ROU,Boxing,0,2,3
1976,ROU,Canoe / Kayak,1,1,2
1976,ROU,Fencing,0,0,1
1976,ROU,Gymnastics,3,2,3
1976,ROU,Handball,0,1,0
1976,ROU,Rowing,0,0,1
1976,ROU,Wrestling,0,3,3
1976,SUI,Equestrian,1,2,0
1976,SUI,Fencing,0,0,1
1976,SUI,Judo,0,0,1
1976,SWE,Aquatics,0,1,0
1976,SWE,Athletics,1,0,0
1976,SWE,Cycling,1,0,0
1976,SWE,Fencing,1,0,0
1976,SWE,Sailing,1,0,0
1976,TCH,Athletics,0,0,1
1976,TCH,Cycling,1,0,0
1976,TCH,Modern Pentathlon,0,1,1
1976,TCH,Rowing,0,0,2
1976,TCH,Shooting,1,0,0
1976,TCH,Wrestling,0,1,0
1976,THA,Boxing,0,0,1
1976,TRI,Athletics,1,0,0
1976,URS,Aquatics,2,3,7
1976,URS,Archery,0,1,1
1976,URS,Athletics,4,4,10
1976,URS,Basketball,1,0,1
1976,URS,Boxing,0,1,4
1976,URS,Canoe / Kayak,6,3,0
1976,URS,Cycling,1,1,0
1976,URS,Fencing,3,2,2
1976,URS,Football,0,0,1
1976,URS,Gymnastics,7,8,2
1976,URS,Handball,2,0,0
1976,URS,Judo,2,2,1
1976,URS,Modern Pentathlon,0,1,0
1976,URS,Rowing,1,4,4
1976,URS,Sailing,0,2,0
1976,URS,Shooting,1,1,1
1976,URS,Volleyball,0,2,0
1976,URS,Weightlifting,7,1,0
1976,URS,Wrestling,12,5,1
1976,USA,Aquatics,15,15,9
1976,USA,Archery,2,0,0
1976,USA,Athletics,6,8,8
1976,USA,Basketball,1,1,0
1976,USA,Boxing,5,1,1
1976,USA,Equestrian,3,1,1
1976,USA,Gymnastics,0,0,1
1976,USA,Judo,0,0,1
1976,USA,Rowing,0,2,1
1976,USA,Sailing,0,2,1
1976,USA,Shooting,2,1,0
1976,USA,Weightlifting,0,1,0
1976,USA,Wrestling,1,3,2
1976,VEN,Boxing,0,1,0
1976,YUG,Basketball,0,1,0
1976,YUG,Boxing,0,1,1
1976,YUG,Canoe / Kayak,1,0,1
1976,YUG,Judo,0,0,1
1976,YUG,Wrestling,1,1,0
1980,AUS,Aquatics,2,0,5
1980,AUS,Athletics,0,1,0
1980,AUS,Canoe / Kayak,0,1,0
1980,AUT,Equestrian,1,0,0
1980,AUT,Sailing,0,2,0
1980,AUT,Shooting,0,0,1
1980,BEL,Judo,1,0,0
1980,BRA,Aquatics,0,0,1
1980,BRA,Athletics,0,0,1
1980,BRA,Sailing,2,0,0
1980,BUL,Athletics,0,1,1
1980,BUL,Basketball,0,1,0
1980,BUL,Boxing,1,0,1
1980,BUL,Canoe / Kayak,1,2,2
1980,BUL,Equestrian,0,1,0
1980,BUL,Gymnastics,1,0,1
1980,BUL,Judo,0,1,1
1980,BUL,Rowing,0,1,3
1980,BUL,Shooting,0,0,2
1980,BUL,Volleyball,0,1,1
1980,BUL,Weightlifting,2,4,2
1980,BUL,Wrestling,3,4,3
1980,CUB,Athletics,1,2,1
1980,CUB,Boxing,6,2,2
1980,CUB,Judo,0,3,0
1980,CUB,Shooting,0,0,1
1980,CUB,Weightlifting,1,0,1
