Year,Country,Sport,Discipline,GoldCount,SilverCount,BronzeCount
1984,FRG,Boxing,Boxing,0,0,1
1984,FRG,Canoe / Kayak,Canoe / Kayak F,1,1,1
1984,FRG,Cycling,Cycling Road,0,0,1
1984,FRG,Cycling,Cycling Track,1,2,1
1984,FRG,Equestrian,Dressage,2,0,0
1984,FRG,Equestrian,Eventing,0,0,2
1984,FRG,Equestrian,Jumping,0,0,1
1984,FRG,Fencing,Fencing,2,3,0
1984,FRG,Gymnastics,Rhythmic G.,0,0,1
1984,FRG,Handball,Handball,0,1,0
1984,FRG,Hockey,Hockey,0,2,0
1984,FRG,Judo,Judo,1,0,2
1984,FRG,Rowing,Rowing,1,1,1
1984,FRG,Sailing,Sailing,0,1,0
1984,FRG,Shooting,Shooting,0,1,0
1984,FRG,Weightlifting,Weightlifting,2,0,1
1984,FRG,Wrestling,Wrestling Free.,0,1,0
1984,FRG,Wrestling,Wrestling Gre-R,1,1,0
1984,GBR,Aquatics,Swimming,0,1,4
1984,GBR,Athletics,Athletics,3,7,6
1984,GBR,Boxing,Boxing,0,0,1
1984,GBR,Equestrian,Eventing,0,2,1
1984,GBR,Equestrian,Jumping,0,1,0
1984,GBR,Hockey,Hockey,0,0,1
1984,GBR,Judo,Judo,0,1,2
1984,GBR,Rowing,Rowing,1,0,0
1984,GBR,Sailing,Sailing,0,0,1
1984,GBR,Shooting,Shooting,1,0,3
1984,GBR,Weightlifting,Weightlifting,0,0,1
1984,GBR,Wrestling,Wrestling Free.,0,0,1
1984,GRE,Wrestling,Wrestling Gre-R,0,1,1
1984,IRL,Athletics,Athletics,0,1,0
1984,ISL,Judo,Judo,0,0,1
1984,ITA,Athletics,Athletics,3,1,3
1984,ITA,Boxing,Boxing,1,2,2
1984,ITA,Cycling,Cycling Road,1,0,0
1984,ITA,Fencing,Fencing,3,1,3
1984,ITA,Judo,Judo,0,1,0
1984,ITA,Modern Pentathlon,Modern Pentath.,2,0,1
1984,ITA,Rowing,Rowing,1,0,0
1984,ITA,Sailing,Sailing,0,0,1
1984,ITA,Shooting,Shooting,1,1,1
1984,ITA,Volleyball,Volleyball,0,0,1
1984,ITA,Weightlifting,Weightlifting,1,0,0
1984,ITA,Wrestling,Wrestling Gre-R,1,0,0
1984,JAM,Athletics,Athletics,0,1,2
1984,JPN,Aquatics,Synchronized S.,0,0,2
1984,JPN,Archery,Archery,0,0,1
1984,JPN,Cycling,Cycling Track,0,0,1
1984,JPN,Gymnastics,Artistic G.,3,2,3
1984,JPN,Judo,Judo,4,0,1
1984,JPN,Shooting,Shooting,1,0,0
1984,JPN,Volleyball,Volleyball,0,0,1
1984,JPN,Weightlifting,Weightlifting,0,0,3
1984,JPN,Wrestling,Wrestling Free.,1,4,1
1984,JPN,Wrestling,Wrestling Gre-R,1,1,1
1984,KEN,Athletics,Athletics,1,0,1
1984,KEN,Boxing,Boxing,0,0,1
1984,KOR,Archery,Archery,1,0,1
1984,KOR,Basketball,Basketball,0,1,0
1984,KOR,Boxing,Boxing,1,1,1
1984,KOR,Handball,Handball,0,1,0
1984,KOR,Judo,Judo,2,2,1
1984,KOR,Wrestling,Wrestling Free.,1,1,3
1984,KOR,Wrestling,Wrestling Gre-R,1,0,1
1984,MAR,Athletics,Athletics,2,0,0
1984,MEX,Athletics,Athletics,2,1,0
1984,MEX,Boxing,Boxing,0,1,0
1984,MEX,Cycling,Cycling Track,0,0,1
1984,MEX,Wrestling,Wrestling Gre-R,0,1,0
1984,NED,Aquatics,Swimming,2,1,3
1984,NED,Athletics,Athletics,1,0,0
1984,NED,Boxing,Boxing,0,0,1
1984,NED,Canoe / Kayak,Canoe / Kayak F,0,0,1
1984,NED,Hockey,Hockey,1,0,0
1984,NED,Rowing,Rowing,0,1,1
1984,NED,Sailing,Sailing,1,0,0
1984,NGR,Athletics,Athletics,0,0,1
1984,NGR,Boxing,Boxing,0,1,0
1984,NOR,Athletics,Athletics,0,1,0
1984,NOR,Cycling,Cycling Road,0,0,1
1984,NOR,Rowing,Rowing,0,0,1
1984,NZL,Boxing,Boxing,0,1,0
1984,NZL,Canoe / Kayak,Canoe / Kayak F,4,0,0
1984,NZL,Equestrian,Eventing,1,0,0
1984,NZL,Rowing,Rowing,1,0,1
1984,NZL,Sailing,Sailing,2,0,1
1984,PAK,Hockey,Hockey,1,0,0
1984,PER,Shooting,Shooting,0,1,0
1984,POR,Athletics,Athletics,1,0,2
1984,PUR,Boxing,Boxing,0,1,1
1984,ROU,Aquatics,Swimming,0,0,1
1984,ROU,Athletics,Athletics,3,3,4
1984,ROU,Boxing,Boxing,0,0,1
1984,ROU,Canoe / Kayak,Canoe / Kayak F,2,1,1
1984,ROU,Fencing,Fencing,0,1,1
1984,ROU,Gymnastics,Artistic G.,4,1,2
1984,ROU,Gymnastics,Rhythmic G.,0,1,0
1984,ROU,Handball,Handball,0,0,1
1984,ROU,Judo,Judo,0,0,2
1984,ROU,Rowing,Rowing,6,2,0
1984,ROU,Shooting,Shooting,0,1,0
1984,ROU,Weightlifting,Weightlifting,2,5,1
1984,ROU,Wrestling,Wrestling Free.,0,0,1
1984,ROU,Wrestling,Wrestling Gre-R,2,1,2
1984,SUI,Aquatics,Swimming,0,0,1
1984,SUI,Athletics,Athletics,0,1,0
1984,SUI,Cycling,Cycling Road,0,1,0
1984,SUI,Equestrian,Dressage,0,2,1
1984,SUI,Equestrian,Jumping,0,0,1
1984,SUI,Shooting,Shooting,0,1,0
1984,SUI,Wrestling,Wrestling Gre-R,0,0,1
1984,SWE,Aquatics,Swimming,0,0,2
1984,SWE,Athletics,Athletics,0,2,1
1984,SWE,Canoe / Kayak,Canoe / Kayak F,2,4,0
1984,SWE,Equestrian,Dressage,0,0,1
1984,SWE,Fencing,Fencing,0,1,0
1984,SWE,Modern Pentathlon,Modern Pentath.,0,1,0
1984,SWE,Shooting,Shooting,0,1,0
1984,SWE,Wrestling,Wrestling Gre-R,0,2,2
1984,SYR,Wrestling,Wrestling Free.,0,1,0
1984,THA,Boxing,Boxing,0,1,0
1984,TPE,Weightlifting,Weightlifting,0,0,1
1984,TUR,Boxing,Boxing,0,0,2
1984,TUR,Wrestling,Wrestling Free.,0,0,1
1984,USA,Aquatics,Diving,2,3,3
1984,USA,Aquatics,Swimming,20,13,0
1984,USA,Aquatics,Synchronized S.,2,0,0
1984,USA,Aquatics,Water polo,0,1,0
1984,USA,Archery,Archery,1,1,0
1984,USA,Athletics,Athletics,16,15,9
1984,USA,Basketball,Basketball,2,0,0
1984,USA,Boxing,Boxing,9,1,1
1984,USA,Canoe / Kayak,Canoe / Kayak F,0,0,1
1984,USA,Cycling,Cycling Road,2,1,1
1984,USA,Cycling,Cycling Track,2,2,1
1984,USA,Equestrian,Eventing,2,1,0
1984,USA,Equestrian,Jumping,3,1,0
1984,USA,Fencing,Fencing,0,0,1
1984,USA,Gymnastics,Artistic G.,5,5,6
1984,USA,Hockey,Hockey,0,0,1
1984,USA,Judo,Judo,0,1,1
1984,USA,Modern Pentathlon,Modern Pentath.,0,1,0
1984,USA,Rowing,Rowing,2,5,1
1984,USA,Sailing,Sailing,3,4,0
1984,USA,Shooting,Shooting,3,1,2
1984,USA,Volleyball,Volleyball,1,1,0
1984,USA,Weightlifting,Weightlifting,0,1,1
1984,USA,Wrestling,Wrestling Free.,7,2,0
1984,USA,Wrestling,Wrestling Gre-R,2,1,1
1984,VEN,Aquatics,Swimming,0,0,1
1984,VEN,Boxing,Boxing,0,0,2
1984,YUG,Aquatics,Water polo,1,0,0
1984,YUG,Basketball,Basketball,0,0,1
1984,YUG,Boxing,Boxing,1,1,2
1984,YUG,Canoe / Kayak,Canoe / Kayak F,1,2,0
1984,YUG,Football,Football,0,0,1
1984,YUG,Handball,Handball,2,0,0
1984,YUG,Rowing,Rowing,0,0,1
1984,YUG,Wrestling,Wrestling Free.,1,0,1
1984,YUG,Wrestling,Wrestling Gre-R,1,1,1
1984,ZAM,Boxing,Boxing,0,0,1
1988,AHO,Sailing,Sailing,0,1,0
1988,ARG,Tennis,Tennis,0,1,0
1988,ARG,Volleyball,Volleyball,0,0,1
1988,AUS,Aquatics,Swimming,1,1,1
1988,AUS,Athletics,Athletics,1,1,0
1988,AUS,Boxing,Boxing,0,1,0
1988,AUS,Canoe / Kayak,Canoe / Kayak F,0,1,1
1988,AUS,Cycling,Cycling Track,0,2,2
1988,AUS,Hockey,Hockey,1,0,0
1988,AUS,Tennis,Tennis,0,0,1
1988,AUT,Judo,Judo,1,0,0
1988,BEL,Judo,Judo,0,0,1
1988,BEL,Shooting,Shooting,0,0,1
1988,BRA,Athletics,Athletics,0,1,1
1988,BRA,Football,Football,0,1,0
1988,BRA,Judo,Judo,1,0,0
1988,BRA,Sailing,Sailing,0,0,2
1988,BUL,Aquatics,Swimming,1,1,1
1988,BUL,Athletics,Athletics,2,1,1
1988,BUL,Boxing,Boxing,1,1,0
1988,BUL,Canoe / Kayak,Canoe / Kayak F,1,1,3
1988,BUL,Gymnastics,Artistic G.,1,0,1
1988,BUL,Gymnastics,Rhythmic G.,0,1,0
1988,BUL,Rowing,Rowing,0,1,2
1988,BUL,Shooting,Shooting,1,1,0
1988,BUL,Tennis,Tennis,0,0,1
1988,BUL,Weightlifting,Weightlifting,2,1,1
1988,BUL,Wrestling,Wrestling Free.,0,1,2
1988,BUL,Wrestling,Wrestling Gre-R,1,3,1
1988,CAN,Aquatics,Swimming,0,1,1
1988,CAN,Aquatics,Synchronized S.,2,0,0
1988,CAN,Athletics,Athletics,0,0,1
1988,CAN,Boxing,Boxing,1,1,1
1988,CAN,Equestrian,Dressage,0,0,2
1988,CAN,Sailing,Sailing,0,0,1
1988,CHI,Shooting,Shooting,0,1,0
1988,CHN,Aquatics,Diving,2,3,1
1988,CHN,Aquatics,Swimming,0,3,1
1988,CHN,Athletics,Athletics,0,0,1
1988,CHN,Gymnastics,Artistic G.,1,0,1
1988,CHN,Rowing,Rowing,0,1,1
1988,CHN,Shooting,Shooting,0,1,1
1988,CHN,Table Tennis,Table Tennis,2,2,1
1988,CHN,Volleyball,Volleyball,0,0,1
1988,CHN,Weightlifting,Weightlifting,0,1,4
1988,COL,Boxing,Boxing,0,0,1
1988,CRC,Aquatics,Swimming,0,1,0
1988,DEN,Aquatics,Swimming,0,1,0
1988,DEN,Cycling,Cycling Track,1,0,0
1988,DEN,Sailing,Sailing,1,0,1
1988,DJI,Athletics,Athletics,0,0,1
1988,ESP,Aquatics,Swimming,0,0,1
1988,ESP,Sailing,Sailing,1,0,0
1988,ESP,Shooting,Shooting,0,0,1
1988,ESP,Tennis,Tennis,0,1,0
1988,FIN,Athletics,Athletics,1,0,1
1988,FIN,Wrestling,Wrestling Gre-R,0,1,1
1988,FRA,Aquatics,Swimming,0,0,2
1988,FRA,Athletics,Athletics,0,0,1
1988,FRA,Boxing,Boxing,0,1,0
1988,FRA,Canoe / Kayak,Canoe / Kayak F,0,0,1
1988,FRA,Equestrian,Dressage,0,1,0
1988,FRA,Equestrian,Jumping,1,0,1
1988,FRA,Fencing,Fencing,2,1,0
1988,FRA,Judo,Judo,1,0,1
1988,FRA,Sailing,Sailing,2,0,0
1988,FRA,Shooting,Shooting,0,1,0
1988,FRG,Aquatics,Swimming,1,1,1
1988,FRG,Athletics,Athletics,0,1,3
1988,FRG,Boxing,Boxing,0,0,1
1988,FRG,Cycling,Cycling Road,0,2,1
1988,FRG,Cycling,Cycling Track,0,0,1
1988,FRG,Equestrian,Dressage,3,0,0
1988,FRG,Equestrian,Eventing,1,0,0
1988,FRG,Equestrian,Jumping,1,0,1
1988,FRG,Fencing,Fencing,3,3,1
1988,FRG,Football,Football,0,0,1
1988,FRG,Hockey,Hockey,0,1,0
1988,FRG,Judo,Judo,0,2,0
1988,FRG,Rowing,Rowing,1,1,1
1988,FRG,Shooting,Shooting,1,1,1
1988,FRG,Tennis,Tennis,1,0,1
1988,FRG,Weightlifting,Weightlifting,0,1,2
1988,FRG,Wrestling,Wrestling Gre-R,0,1,0
1988,GBR,Aquatics,Swimming,1,1,1
1988,GBR,Archery,Archery,0,0,1
1988,GBR,Athletics,Athletics,0,6,2
1988,GBR,Boxing,Boxing,0,0,1
1988,GBR,Equestrian,Eventing,0,3,1
1988,GBR,Hockey,Hockey,1,0,0
1988,GBR,Judo,Judo,0,0,1
1988,GBR,Modern Pentathlon,Modern Pentath.,0,0,1
1988,GBR,Rowing,Rowing,1,0,1
1988,GBR,Sailing,Sailing,1,0,0
1988,GBR,Shooting,Shooting,1,1,0
1988,GDR,Aquatics,Swimming,11,8,9
1988,GDR,Athletics,Athletics,6,11,10
1988,GDR,Boxing,Boxing,2,1,0
1988,GDR,Canoe / Kayak,Canoe / Kayak F,3,4,2
1988,GDR,Cycling,Cycling Road,2,0,0
1988,GDR,Cycling,Cycling Track,1,2,1
1988,GDR,Fencing,Fencing,0,1,0
1988,GDR,Gymnastics,Artistic G.,1,3,4
1988,GDR,Judo,Judo,0,2,1
1988,GDR,Rowing,Rowing,8,1,1
1988,GDR,Sailing,Sailing,1,0,0
1988,GDR,Shooting,Shooting,1,1,0
1988,GDR,Weightlifting,Weightlifting,1,1,1
1988,GDR,Wrestling,Wrestling Free.,0,0,1
1988,GRE,Wrestling,Wrestling Gre-R,0,0,1
1988,HUN,Aquatics,Swimming,4,2,0
1988,HUN,Boxing,Boxing,0,0,1
1988,HUN,Canoe / Kayak,Canoe / Kayak F,2,1,1
1988,HUN,Fencing,Fencing,1,0,2
1988,HUN,Gymnastics,Artistic G.,1,0,0
1988,HUN,Modern Pentathlon,Modern Pentath.,2,0,0
1988,HUN,Shooting,Shooting,0,0,2
1988,HUN,Weightlifting,Weightlifting,0,2,0
1988,HUN,Wrestling,Wrestling Gre-R,1,1,0
1988,INA,Archery,Archery,0,1,0
1988,IRI,Wrestling,Wrestling Free.,0,1,0
1988,ISV,Sailing,Sailing,0,1,0
1988,ITA,Aquatics,Swimming,0,0,1
1988,ITA,Athletics,Athletics,1,1,1
1988,ITA,Boxing,Boxing,1,0,0
1988,ITA,Fencing,Fencing,1,1,2
1988,ITA,Modern Pentathlon,Modern Pentath.,0,2,0
1988,ITA,Rowing,Rowing,2,0,0
1988,ITA,Wrestling,Wrestling Gre-R,1,0,0
1988,JAM,Athletics,Athletics,0,2,0
1988,JPN,Aquatics,Swimming,1,0,0
1988,JPN,Aquatics,Synchronized S.,0,0,2
1988,JPN,Gymnastics,Artistic G.,0,0,2
1988,JPN,Judo,Judo,1,0,3
1988,JPN,Shooting,Shooting,0,1,0
1988,JPN,Wrestling,Wrestling Free.,2,1,0
1988,JPN,Wrestling,Wrestling Gre-R,0,1,0
1988,KEN,Athletics,Athletics,4,2,1
1988,KEN,Boxing,Boxing,1,0,1
1988,KOR,Archery,Archery,3,2,1
1988,KOR,Boxing,Boxing,2,1,1
1988,KOR,Gymnastics,Artistic G.,0,0,1
1988,KOR,Handball,Handball,1,1,0
1988,KOR,Hockey,Hockey,0,1,0
1988,KOR,Judo,Judo,2,0,1
1988,KOR,Shooting,Shooting,0,1,0
1988,KOR,Table Tennis,Table Tennis,2,1,1
1988,KOR,Weightlifting,Weightlifting,0,1,1
1988,KOR,Wrestling,Wrestling Free.,1,1,2
1988,KOR,Wrestling,Wrestling Gre-R,1,1,3
1988,MAR,Athletics,Athletics,1,0,1
1988,MAR,Boxing,Boxing,0,0,1
1988,MEX,Aquatics,Diving,0,0,1
1988,MEX,Boxing,Boxing,0,0,1
1988,MGL,Boxing,Boxing,0,0,1
1988,NED,Aquatics,Swimming,0,1,0
1988,NED,Boxing,Boxing,0,0,1
1988,NED,Canoe / Kayak,Canoe / Kayak F,0,0,1
1988,NED,Cycling,Cycling Road,1,0,0
1988,NED,Cycling,Cycling Track,0,1,0
1988,NED,Hockey,Hockey,0,0,2
1988,NED,Judo,Judo,0,0,1
1988,NED,Rowing,Rowing,1,0,0
1988,NOR,Handball,Handball,0,1,0
1988,NOR,Rowing,Rowing,0,1,0
1988,NOR,Sailing,Sailing,0,1,0
1988,NOR,Shooting,Shooting,1,0,0
1988,NOR,Wrestling,Wrestling Gre-R,1,0,0
1988,NZL,Aquatics,Swimming,0,0,2
1988,NZL,Canoe / Kayak,Canoe / Kayak F,1,1,1
1988,NZL,Equestrian,Eventing,1,0,2
1988,NZL,Rowing,Rowing,0,0,3
1988,NZL,Sailing,Sailing,1,1,1
1988,PAK,Boxing,Boxing,0,0,1
1988,PER,Volleyball,Volleyball,0,1,0
1988,PHI,Boxing,Boxing,0,0,1
1988,POL,Aquatics,Swimming,0,0,1
1988,POL,Boxing,Boxing,0,0,4
1988,POL,Canoe / Kayak,Canoe / Kayak F,0,1,2
1988,POL,Cycling,Cycling Road,0,1,0
1988,POL,Fencing,Fencing,0,1,0
1988,POL,Judo,Judo,1,1,0
1988,POL,Weightlifting,Weightlifting,0,0,1
1988,POL,Wrestling,Wrestling Gre-R,1,1,1
1988,POR,Athletics,Athletics,1,0,0
1988,ROU,Aquatics,Swimming,0,1,1
1988,ROU,Athletics,Athletics,1,1,0
1988,ROU,Boxing,Boxing,0,1,0
1988,ROU,Gymnastics,Artistic G.,3,3,3
1988,ROU,Rowing,Rowing,1,4,2
1988,ROU,Shooting,Shooting,1,0,0
1988,ROU,Weightlifting,Weightlifting,0,1,0
1988,ROU,Wrestling,Wrestling Free.,1,0,0
1988,SEN,Athletics,Athletics,0,1,0
1988,SUI,Athletics,Athletics,0,0,1
1988,SUI,Equestrian,Dressage,0,2,1
1988,SUI,Rowing,Rowing,0,1,0
1988,SUR,Aquatics,Swimming,1,0,0
1988,SWE,Aquatics,Swimming,0,1,0
1988,SWE,Athletics,Athletics,0,0,1
1988,SWE,Boxing,Boxing,0,1,1
1988,SWE,Cycling,Cycling Road,0,0,1
1988,SWE,Sailing,Sailing,0,1,0
1988,SWE,Shooting,Shooting,0,1,0
1988,SWE,Table Tennis,Table Tennis,0,0,1
1988,SWE,Tennis,Tennis,0,0,2
1988,SWE,Wrestling,Wrestling Gre-R,0,0,1
1988,TCH,Athletics,Athletics,1,1,0
1988,TCH,Shooting,Shooting,1,1,0
1988,TCH,Tennis,Tennis,1,1,1
1988,TCH,Wrestling,Wrestling Free.,0,0,1
1988,THA,Boxing,Boxing,0,0,1
1988,TUR,Weightlifting,Weightlifting,1,0,0
1988,TUR,Wrestling,Wrestling Free.,0,1,0
1988,URS,Aquatics,Swimming,2,2,5
1988,URS,Aquatics,Water polo,0,0,1
1988,URS,Archery,Archery,0,0,1
1988,URS,Athletics,Athletics,10,6,10
1988,URS,Basketball,Basketball,1,0,1
1988,URS,Boxing,Boxing,1,1,2
1988,URS,Canoe / Kayak,Canoe / Kayak F,3,3,0
1988,URS,Cycling,Cycling Road,0,0,1
1988,URS,Cycling,Cycling Track,4,1,1
1988,URS,Fencing,Fencing,1,1,3
1988,URS,Football,Football,1,0,0
1988,URS,Gymnastics,Artistic G.,10,5,3
1988,URS,Gymnastics,Rhythmic G.,1,0,1
1988,URS,Handball,Handball,1,0,1
1988,URS,Judo,Judo,0,1,4
1988,URS,Modern Pentathlon,Modern Pentath.,0,0,1
1988,URS,Rowing,Rowing,0,2,1
1988,URS,Sailing,Sailing,0,1,1
1988,URS,Shooting,Shooting,4,1,6
1988,URS,Volleyball,Volleyball,1,1,0
1988,URS,Weightlifting,Weightlifting,6,2,0
1988,URS,Wrestling,Wrestling Free.,4,3,2
1988,URS,Wrestling,Wrestling Gre-R,4,1,1
1988,USA,Aquatics,Diving,2,1,2
1988,USA,Aquatics,Swimming,8,6,4
1988,USA,Aquatics,Synchronized S.,0,2,0
1988,USA,Aquatics,Water polo,0,1,0
1988,USA,Archery,Archery,1,1,1
1988,USA,Athletics,Athletics,13,7,6
1988,USA,Basketball,Basketball,1,0,1
1988,USA,Boxing,Boxing,3,3,2
1988,USA,Canoe / Kayak,Canoe / Kayak F,2,0,0
1988,USA,Cycling,Cycling Track,0,0,1
1988,USA,Equestrian,Jumping,0,3,0
1988,USA,Gymnastics,Artistic G.,0,0,1
1988,USA,Judo,Judo,0,1,1
1988,USA,Rowing,Rowing,0,2,1
1988,USA,Sailing,Sailing,1,2,2
1988,USA,Shooting,Shooting,0,1,0
1988,USA,Tennis,Tennis,2,1,2
1988,USA,Volleyball,Volleyball,1,0,0
1988,USA,Wrestling,Wrestling Free.,2,1,2
1988,USA,Wrestling,Wrestling Gre-R,0,0,1
1988,YUG,Aquatics,Water polo,1,0,0
1988,YUG,Basketball,Basketball,0,2,0
1988,YUG,Boxing,Boxing,0,0,1
1988,YUG,Handball,Handball,0,0,1
1988,YUG,Rowing,Rowing,0,0,1
1988,YUG,Shooting,Shooting,2,0,1
1988,YUG,Table Tennis,Table Tennis,0,1,1
1988,YUG,Wrestling,Wrestling Free.,0,1,0
1992,ALG,Athletics,Athletics,1,0,0
1992,ALG,Boxing,Boxing,0,0,1
1992,ARG,Tennis,Tennis,0,0,1
1992,AUS,Aquatics,Swimming,1,3,5
1992,AUS,Athletics,Athletics,0,0,2
1992,AUS,Canoe / Kayak,Canoe / Kayak F,1,0,1
1992,AUS,Canoe / Kayak,Canoe / Kayak S,0,1,0
1992,AUS,Cycling,Cycling Road,1,0,0
1992,AUS,Cycling,Cycling Track,0,4,0
1992,AUS,Equestrian,Eventing,3,0,0
1992,AUS,Hockey,Hockey,0,1,0
1992,AUS,Rowing,Rowing,2,0,0
1992,AUS,Sailing,Sailing,0,0,2
1992,AUS,Tennis,Tennis,0,0,1
1992,AUT,Equestrian,Jumping,0,1,0
1992,AUT,Rowing,Rowing,0,1,0
1992,BAH,Athletics,Athletics,0,0,1
1992,BEL,Cycling,Cycling Track,0,0,1
1992,BEL,Judo,Judo,0,0,1
1992,BEL,Rowing,Rowing,0,1,0
1992,BRA,Aquatics,Swimming,0,1,0
1992,BRA,Judo,Judo,1,0,0
1992,BRA,Volleyball,Volleyball,1,0,0
1992,BUL,Athletics,Athletics,0,1,1
1992,BUL,Boxing,Boxing,0,1,1
1992,BUL,Canoe / Kayak,Canoe / Kayak F,2,0,1
1992,BUL,Shooting,Shooting,0,2,1
1992,BUL,Weightlifting,Weightlifting,1,2,1
1992,BUL,Wrestling,Wrestling Free.,0,1,1
1992,CAN,Aquatics,Swimming,1,0,1
1992,CAN,Aquatics,Synchronized S.,1,1,0
1992,CAN,Athletics,Athletics,1,1,1
1992,CAN,Boxing,Boxing,0,1,1
1992,CAN,Cycling,Cycling Track,0,0,1
1992,CAN,Judo,Judo,0,0,1
1992,CAN,Rowing,Rowing,4,0,1
1992,CAN,Sailing,Sailing,0,0,1
1992,CAN,Wrestling,Wrestling Free.,0,1,0
1992,CHN,Aquatics,Diving,3,1,1
1992,CHN,Aquatics,Swimming,4,5,0
1992,CHN,Archery,Archery,0,1,0
1992,CHN,Athletics,Athletics,1,1,2
1992,CHN,Badminton,Badminton,0,1,3
1992,CHN,Basketball,Basketball,0,1,0
1992,CHN,Fencing,Fencing,0,1,0
1992,CHN,Gymnastics,Artistic G.,2,4,2
1992,CHN,Judo,Judo,1,0,2
1992,CHN,Rowing,Rowing,0,0,1
1992,CHN,Sailing,Sailing,0,1,0
1992,CHN,Shooting,Shooting,2,2,0
1992,CHN,Table Tennis,Table Tennis,3,2,1
1992,CHN,Weightlifting,Weightlifting,0,2,2
1992,CHN,Wrestling,Wrestling Gre-R,0,0,1
1992,COL,Athletics,Athletics,0,0,1
1992,CRO,Basketball,Basketball,0,1,0
1992,CRO,Tennis,Tennis,0,0,2
1992,CUB,Athletics,Athletics,2,1,4
1992,CUB,Baseball,Baseball,1,0,0
1992,CUB,Boxing,Boxing,7,2,0
1992,CUB,Fencing,Fencing,0,1,1
1992,CUB,Judo,Judo,1,1,3
1992,CUB,Volleyball,Volleyball,1,0,0
1992,CUB,Weightlifting,Weightlifting,0,1,0
1992,CUB,Wrestling,Wrestling Free.,1,0,1
1992,CUB,Wrestling,Wrestling Gre-R,1,0,2
1992,DEN,Badminton,Badminton,0,0,1
1992,DEN,Boxing,Boxing,0,0,1
1992,DEN,Canoe / Kayak,Canoe / Kayak F,0,1,0
1992,DEN,Cycling,Cycling Track,0,0,1
1992,DEN,Sailing,Sailing,1,0,1
1992,ESP,Aquatics,Swimming,1,0,0
1992,ESP,Aquatics,Water polo,0,1,0
1992,ESP,Archery,Archery,1,0,0
1992,ESP,Athletics,Athletics,2,1,1
1992,ESP,Boxing,Boxing,0,1,0
1992,ESP,Cycling,Cycling Track,1,0,0
1992,ESP,Football,Football,1,0,0
1992,ESP,Gymnastics,Rhythmic G.,0,1,0
1992,ESP,Hockey,Hockey,1,0,0
1992,ESP,Judo,Judo,2,0,0
1992,ESP,Sailing,Sailing,4,1,0
1992,ESP,Tennis,Tennis,0,2,1
1992,EST,Cycling,Cycling Track,1,0,0
1992,EST,Sailing,Sailing,0,0,1
1992,ETH,Athletics,Athletics,1,0,2
1992,EUN,Aquatics,Diving,0,2,1
1992,EUN,Aquatics,Swimming,6,3,1
1992,EUN,Aquatics,Water polo,0,0,1
1992,EUN,Archery,Archery,0,0,2
1992,EUN,Athletics,Athletics,7,11,3
1992,EUN,Basketball,Basketball,1,0,0
1992,EUN,Boxing,Boxing,0,1,1
1992,EUN,Canoe / Kayak,Canoe / Kayak F,1,1,0
1992,EUN,Fencing,Fencing,1,2,2
1992,EUN,Gymnastics,Artistic G.,9,5,4
1992,EUN,Gymnastics,Rhythmic G.,1,0,1
1992,EUN,Handball,Handball,1,0,1
1992,EUN,Judo,Judo,2,0,2
1992,EUN,Modern Pentathlon,Modern Pentath.,0,1,1
1992,EUN,Rowing,Rowing,0,0,1
1992,EUN,Shooting,Shooting,5,2,1
1992,EUN,Tennis,Tennis,0,0,2
1992,EUN,Volleyball,Volleyball,0,1,0
1992,EUN,Weightlifting,Weightlifting,5,4,0
1992,EUN,Wrestling,Wrestling Free.,3,2,2
1992,EUN,Wrestling,Wrestling Gre-R,3,3,3
1992,FIN,Aquatics,Swimming,0,0,1
1992,FIN,Archery,Archery,0,1,0
1992,FIN,Athletics,Athletics,0,1,0
1992,FIN,Boxing,Boxing,0,0,1
1992,FIN,Canoe / Kayak,Canoe / Kayak F,1,0,0
1992,FRA,Aquatics,Swimming,0,0,3
1992,FRA,Archery,Archery,1,0,0
1992,FRA,Athletics,Athletics,1,0,0
1992,FRA,Canoe / Kayak,Canoe / Kayak F,0,0,1
1992,FRA,Canoe / Kayak,Canoe / Kayak S,0,1,2
1992,FRA,Cycling,Cycling Road,0,1,1
1992,FRA,Equestrian,Jumping,0,0,1
1992,FRA,Fencing,Fencing,2,0,3
1992,FRA,Handball,Handball,0,0,1
1992,FRA,Judo,Judo,2,1,4
1992,FRA,Sailing,Sailing,2,0,0
1992,FRA,Shooting,Shooting,0,1,0
1992,FRA,Table Tennis,Table Tennis,0,1,0
1992,GBR,Aquatics,Swimming,0,0,1
1992,GBR,Archery,Archery,0,0,2
1992,GBR,Athletics,Athletics,2,0,4
1992,GBR,Boxing,Boxing,0,0,1
1992,GBR,Canoe / Kayak,Canoe / Kayak S,0,1,0
1992,GBR,Cycling,Cycling Track,1,0,0
1992,GBR,Hockey,Hockey,0,0,1
1992,GBR,Judo,Judo,0,2,2
1992,GBR,Rowing,Rowing,2,0,0
1992,GBR,Sailing,Sailing,0,0,1
1992,GER,Aquatics,Diving,0,0,1
1992,GER,Aquatics,Swimming,1,3,7
1992,GER,Athletics,Athletics,4,1,5
1992,GER,Boxing,Boxing,2,1,1
1992,GER,Canoe / Kayak,Canoe / Kayak F,6,2,1
1992,GER,Canoe / Kayak,Canoe / Kayak S,1,0,1
1992,GER,Cycling,Cycling Road,1,0,0
1992,GER,Cycling,Cycling Track,3,2,0
1992,GER,Equestrian,Dressage,3,1,1
